2026-01-13 10:54:01.292 [main] INFO  c.lhcz.db2es.core.CheckpointManager - 📂 已加载历史进度文件: {v_car_pass=58656, v_person_pass=46137256}
2026-01-13 10:54:01.305 [main] INFO  c.l.d.core.DeadLetterQueueManager - 📂 已创建补录数据目录: E:\codes\db2esv3\failed_data
2026-01-13 10:54:01.306 [main] INFO  com.lhcz.db2es.core.Pipeline - 🔌 正在初始化数据库连接池 (HikariCP)...
2026-01-13 10:54:01.307 [main] INFO  com.lhcz.db2es.core.Pipeline - ⚙️ 连接池配置: MaxLifetime=600000ms, IdleTimeout=300000ms, PoolSize=10
2026-01-13 10:54:01.320 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2026-01-13 10:54:01.666 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection org.postgresql.jdbc.PgConnection@5bfa8cc5
2026-01-13 10:54:01.668 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2026-01-13 10:54:01.764 [main] INFO  com.lhcz.db2es.core.Pipeline - 🚀 启动任务线程: 表[v_person_pass] -> 索引[person_pass]
2026-01-13 10:54:01.764 [] INFO  com.lhcz.db2es.core.JdbcSource - 📥 任务 [v_person_pass] 开始读取，起始 ID: 46137256
2026-01-13 10:54:01.766 [main] INFO  com.lhcz.db2es.core.Pipeline - 🚀 启动任务线程: 表[v_car_pass] -> 索引[car_pass]
2026-01-13 10:54:01.767 [] INFO  com.lhcz.db2es.core.JdbcSource - 📥 任务 [v_car_pass] 开始读取，起始 ID: 58656
2026-01-13 10:54:27.162 [main] INFO  c.lhcz.db2es.core.CheckpointManager - 📂 已加载历史进度文件: {v_car_pass=5, v_person_pass=46}
2026-01-13 10:54:27.164 [main] INFO  com.lhcz.db2es.core.Pipeline - 🔌 正在初始化数据库连接池 (HikariCP)...
2026-01-13 10:54:27.165 [main] INFO  com.lhcz.db2es.core.Pipeline - ⚙️ 连接池配置: MaxLifetime=600000ms, IdleTimeout=300000ms, PoolSize=10
2026-01-13 10:54:27.176 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2026-01-13 10:54:27.557 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection org.postgresql.jdbc.PgConnection@1ef3efa8
2026-01-13 10:54:27.559 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2026-01-13 10:54:27.662 [main] INFO  com.lhcz.db2es.core.Pipeline - 🚀 启动任务线程: 表[v_person_pass] -> 索引[person_pass]
2026-01-13 10:54:27.666 [] INFO  com.lhcz.db2es.core.JdbcSource - 📥 任务 [v_person_pass] 开始读取，起始 ID: 46
2026-01-13 10:54:27.668 [main] INFO  com.lhcz.db2es.core.Pipeline - 🚀 启动任务线程: 表[v_car_pass] -> 索引[car_pass]
2026-01-13 10:54:27.668 [] INFO  com.lhcz.db2es.core.JdbcSource - 📥 任务 [v_car_pass] 开始读取，起始 ID: 5
2026-01-13 10:54:28.358 [] INFO  com.lhcz.db2es.core.JdbcSource - 📄 [v_person_pass] 读取 2000 条，耗时 691ms，当前进度: 45627818
2026-01-13 10:54:28.502 [] INFO  com.lhcz.db2es.core.JdbcSource - 📄 [v_car_pass] 读取 2000 条，耗时 834ms，当前进度: 41104
2026-01-13 10:54:29.057 [] INFO  com.lhcz.db2es.core.JdbcSource - 📄 [v_person_pass] 读取 2000 条，耗时 698ms，当前进度: 45629818
2026-01-13 10:54:29.194 [] INFO  com.lhcz.db2es.core.JdbcSource - 📄 [v_car_pass] 读取 2000 条，耗时 692ms，当前进度: 43104
2026-01-13 10:54:29.548 [] INFO  com.lhcz.db2es.core.JdbcSource - 📄 [v_person_pass] 读取 2000 条，耗时 491ms，当前进度: 45631818
2026-01-13 10:54:30.178 [] INFO  com.lhcz.db2es.core.JdbcSource - 📄 [v_car_pass] 读取 2000 条，耗时 984ms，当前进度: 45104
2026-01-13 10:54:30.200 [] INFO  com.lhcz.db2es.core.JdbcSource - 📄 [v_person_pass] 读取 2000 条，耗时 652ms，当前进度: 45633818
2026-01-13 10:54:31.057 [] INFO  com.lhcz.db2es.core.JdbcSource - 📄 [v_person_pass] 读取 2000 条，耗时 857ms，当前进度: 45635818
2026-01-13 10:54:31.083 [] INFO  com.lhcz.db2es.core.JdbcSource - 📄 [v_car_pass] 读取 2000 条，耗时 904ms，当前进度: 47104
2026-01-13 10:54:32.415 [] INFO  com.lhcz.db2es.core.JdbcSource - 📄 [v_person_pass] 读取 2000 条，耗时 1358ms，当前进度: 45637818
2026-01-13 10:54:33.312 [] INFO  com.lhcz.db2es.core.JdbcSource - 📄 [v_car_pass] 读取 2000 条，耗时 2229ms，当前进度: 49104
2026-01-13 10:55:45.333 [main] INFO  c.lhcz.db2es.core.CheckpointManager - 已加载历史进度文件: {v_car_pass=5, v_person_pass=46}
2026-01-13 10:55:45.335 [main] INFO  com.lhcz.db2es.core.Pipeline - 🔌 正在初始化数据库连接池 (HikariCP)...
2026-01-13 10:55:45.336 [main] INFO  com.lhcz.db2es.core.Pipeline - ⚙️ 连接池配置: MaxLifetime=600000ms, IdleTimeout=300000ms, PoolSize=10
2026-01-13 10:55:45.346 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2026-01-13 10:55:45.719 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection org.postgresql.jdbc.PgConnection@1ef3efa8
2026-01-13 10:55:45.720 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2026-01-13 10:55:45.840 [main] INFO  com.lhcz.db2es.core.Pipeline - 🚀 启动任务线程: 表[v_person_pass] -> 索引[person_pass]
2026-01-13 10:55:45.845 [] INFO  com.lhcz.db2es.core.JdbcSource - 📥 任务 [v_person_pass] 开始读取，起始 ID: 46
2026-01-13 10:55:45.847 [main] INFO  com.lhcz.db2es.core.Pipeline - 🚀 启动任务线程: 表[v_car_pass] -> 索引[car_pass]
2026-01-13 10:55:45.847 [] INFO  com.lhcz.db2es.core.JdbcSource - 📥 任务 [v_car_pass] 开始读取，起始 ID: 5
2026-01-13 10:55:45.861 [] INFO  com.lhcz.db2es.core.JdbcSource - 执行 SQL: SELECT * FROM v_person_pass WHERE id > ? ORDER BY id ASC LIMIT ? [Params: 46, 2000]
2026-01-13 10:55:45.904 [] INFO  com.lhcz.db2es.core.JdbcSource - 执行 SQL: SELECT * FROM v_car_pass WHERE id > ? ORDER BY id ASC LIMIT ? [Params: 5, 2000]
2026-01-13 10:55:46.240 [] INFO  com.lhcz.db2es.core.JdbcSource - 📄 [v_person_pass] 读取 2000 条，耗时 394ms，当前进度: 45627818
2026-01-13 10:55:46.240 [] INFO  com.lhcz.db2es.core.JdbcSource - 执行 SQL: SELECT * FROM v_person_pass WHERE id > ? ORDER BY id ASC LIMIT ? [Params: 45627818, 2000]
2026-01-13 10:55:46.264 [] INFO  com.lhcz.db2es.core.JdbcSource - 📄 [v_car_pass] 读取 2000 条，耗时 416ms，当前进度: 41104
2026-01-13 10:55:46.264 [] INFO  com.lhcz.db2es.core.JdbcSource - 执行 SQL: SELECT * FROM v_car_pass WHERE id > ? ORDER BY id ASC LIMIT ? [Params: 41104, 2000]
2026-01-13 10:55:46.427 [] INFO  com.lhcz.db2es.core.JdbcSource - 📄 [v_person_pass] 读取 2000 条，耗时 187ms，当前进度: 45629818
2026-01-13 10:55:46.427 [] INFO  com.lhcz.db2es.core.JdbcSource - 执行 SQL: SELECT * FROM v_person_pass WHERE id > ? ORDER BY id ASC LIMIT ? [Params: 45629818, 2000]
2026-01-13 10:55:46.480 [] INFO  com.lhcz.db2es.core.JdbcSource - 📄 [v_car_pass] 读取 2000 条，耗时 216ms，当前进度: 43104
2026-01-13 10:55:46.480 [] INFO  com.lhcz.db2es.core.JdbcSource - 执行 SQL: SELECT * FROM v_car_pass WHERE id > ? ORDER BY id ASC LIMIT ? [Params: 43104, 2000]
2026-01-13 10:55:46.544 [] INFO  com.lhcz.db2es.core.JdbcSource - 📄 [v_person_pass] 读取 2000 条，耗时 117ms，当前进度: 45631818
